prompt,debate,model,debater,criterion,score
4,14,gemini,Debater 1,argumentation_quality,3.0
4,14,gemini,Debater 1,coherence_quality,1.0
4,14,gemini,Debater 1,engagement_level,-2.0
4,14,gemini,Debater 1,mastery_of_the_topic,2.0
4,14,gemini,Debater 1,organization_and_clarity,1.0
4,14,gemini,Debater 1,persuasion_quality,-1.0
4,14,gemini,Debater 1,preparation_level,1.0
4,14,gemini,Debater 1,use_of_examples,1.0
4,14,gemini,Debater 2,adaptability_and_responsiveness,11.0
4,14,gemini,Debater 2,argumentation_quality,13.0
4,14,gemini,Debater 2,coherence_quality,5.0
4,14,gemini,Debater 2,engagement_level,10.0
4,14,gemini,Debater 2,mastery_of_the_topic,8.0
4,14,gemini,Debater 2,organization_and_clarity,8.0
4,14,gemini,Debater 2,persuasion_quality,4.0
4,14,gemini,Debater 2,preparation_level,2.0
4,14,gemini,Debater 2,use_of_examples,9.0
4,14,gemini,Debater 3,adaptability_and_responsiveness,2.0
4,14,gemini,Debater 3,argumentation_quality,4.0
4,14,gemini,Debater 3,coherence_quality,0.0
4,14,gemini,Debater 3,engagement_level,-2.0
4,14,gemini,Debater 3,mastery_of_the_topic,3.0
4,14,gemini,Debater 3,organization_and_clarity,1.0
4,14,gemini,Debater 3,persuasion_quality,-1.0
4,14,gemini,Debater 3,preparation_level,1.0
4,14,gemini,Debater 3,use_of_examples,2.0
4,14,gemini,Debater 4,adaptability_and_responsiveness,7.0
4,14,gemini,Debater 4,argumentation_quality,8.0
4,14,gemini,Debater 4,coherence_quality,3.0
4,14,gemini,Debater 4,engagement_level,6.0
4,14,gemini,Debater 4,mastery_of_the_topic,6.0
4,14,gemini,Debater 4,organization_and_clarity,3.0
4,14,gemini,Debater 4,persuasion_quality,3.0
4,14,gemini,Debater 4,preparation_level,2.0
4,14,gemini,Debater 4,use_of_examples,4.0
4,14,gemini,Debater 5,adaptability_and_responsiveness,10.0
4,14,gemini,Debater 5,argumentation_quality,11.0
4,14,gemini,Debater 5,coherence_quality,8.0
4,14,gemini,Debater 5,engagement_level,10.0
4,14,gemini,Debater 5,mastery_of_the_topic,9.0
4,14,gemini,Debater 5,organization_and_clarity,5.0
4,14,gemini,Debater 5,persuasion_quality,6.0
4,14,gemini,Debater 5,preparation_level,2.0
4,14,gemini,Debater 5,use_of_examples,3.0
4,14,gpt4o,Debater 1,adaptability_and_responsiveness,0.3333333333333333
4,14,gpt4o,Debater 1,argumentation_quality,1.0
4,14,gpt4o,Debater 1,coherence_quality,0.0
4,14,gpt4o,Debater 1,engagement_level,-0.3333333333333333
4,14,gpt4o,Debater 1,mastery_of_the_topic,0.0
4,14,gpt4o,Debater 1,organization_and_clarity,-0.6666666666666666
4,14,gpt4o,Debater 1,persuasion_quality,0.0
4,14,gpt4o,Debater 1,preparation_level,0.0
4,14,gpt4o,Debater 1,use_of_examples,0.3333333333333333
4,14,gpt4o,Debater 2,adaptability_and_responsiveness,1.3333333333333333
4,14,gpt4o,Debater 2,argumentation_quality,3.0
4,14,gpt4o,Debater 2,coherence_quality,2.0
4,14,gpt4o,Debater 2,engagement_level,2.0
4,14,gpt4o,Debater 2,mastery_of_the_topic,1.6666666666666667
4,14,gpt4o,Debater 2,organization_and_clarity,2.0
4,14,gpt4o,Debater 2,persuasion_quality,1.3333333333333333
4,14,gpt4o,Debater 2,preparation_level,1.3333333333333333
4,14,gpt4o,Debater 2,use_of_examples,2.0
4,14,gpt4o,Debater 3,adaptability_and_responsiveness,0.0
4,14,gpt4o,Debater 3,argumentation_quality,1.0
4,14,gpt4o,Debater 3,coherence_quality,0.3333333333333333
4,14,gpt4o,Debater 3,engagement_level,-0.3333333333333333
4,14,gpt4o,Debater 3,mastery_of_the_topic,0.0
4,14,gpt4o,Debater 3,organization_and_clarity,1.0
4,14,gpt4o,Debater 3,persuasion_quality,0.0
4,14,gpt4o,Debater 3,preparation_level,0.0
4,14,gpt4o,Debater 3,use_of_examples,0.0
4,14,gpt4o,Debater 4,adaptability_and_responsiveness,0.3333333333333333
4,14,gpt4o,Debater 4,argumentation_quality,1.6666666666666667
4,14,gpt4o,Debater 4,coherence_quality,0.6666666666666666
4,14,gpt4o,Debater 4,engagement_level,0.3333333333333333
4,14,gpt4o,Debater 4,mastery_of_the_topic,0.3333333333333333
4,14,gpt4o,Debater 4,organization_and_clarity,1.0
4,14,gpt4o,Debater 4,persuasion_quality,0.3333333333333333
4,14,gpt4o,Debater 4,preparation_level,0.3333333333333333
4,14,gpt4o,Debater 4,use_of_examples,1.0
4,14,gpt4o,Debater 5,adaptability_and_responsiveness,1.3333333333333333
4,14,gpt4o,Debater 5,argumentation_quality,2.0
4,14,gpt4o,Debater 5,coherence_quality,1.6666666666666667
4,14,gpt4o,Debater 5,engagement_level,1.3333333333333333
4,14,gpt4o,Debater 5,mastery_of_the_topic,1.3333333333333333
4,14,gpt4o,Debater 5,organization_and_clarity,2.0
4,14,gpt4o,Debater 5,persuasion_quality,1.3333333333333333
4,14,gpt4o,Debater 5,preparation_level,1.0
4,14,gpt4o,Debater 5,use_of_examples,1.6666666666666667
4,16,claude,Debater 1,adaptability_and_responsiveness,-1.6666666666666667
4,16,claude,Debater 1,argumentation_quality,-2.0
4,16,claude,Debater 1,coherence_quality,-0.3333333333333333
4,16,claude,Debater 1,engagement_level,-4.0
4,16,claude,Debater 1,mastery_of_the_topic,-2.3333333333333335
4,16,claude,Debater 1,organization_and_clarity,-2.0
4,16,claude,Debater 1,persuasion_quality,-1.6666666666666667
4,16,claude,Debater 1,preparation_level,-2.3333333333333335
4,16,claude,Debater 1,use_of_examples,1.0
4,16,claude,Debater 2,adaptability_and_responsiveness,1.3333333333333333
4,16,claude,Debater 2,argumentation_quality,3.0
4,16,claude,Debater 2,coherence_quality,2.0
4,16,claude,Debater 2,engagement_level,2.3333333333333335
4,16,claude,Debater 2,mastery_of_the_topic,1.6666666666666667
4,16,claude,Debater 2,organization_and_clarity,2.0
4,16,claude,Debater 2,persuasion_quality,1.6666666666666667
4,16,claude,Debater 2,preparation_level,1.0
4,16,claude,Debater 2,use_of_examples,4.0
4,16,claude,Debater 3,adaptability_and_responsiveness,3.3333333333333335
4,16,claude,Debater 3,argumentation_quality,6.666666666666667
4,16,claude,Debater 3,coherence_quality,5.333333333333333
4,16,claude,Debater 3,engagement_level,7.333333333333333
4,16,claude,Debater 3,mastery_of_the_topic,4.666666666666667
4,16,claude,Debater 3,organization_and_clarity,5.0
4,16,claude,Debater 3,persuasion_quality,4.0
4,16,claude,Debater 3,preparation_level,3.6666666666666665
4,16,claude,Debater 3,use_of_examples,4.666666666666667
4,16,claude,Debater 4,adaptability_and_responsiveness,-1.6666666666666667
4,16,claude,Debater 4,argumentation_quality,-2.0
4,16,claude,Debater 4,coherence_quality,-1.3333333333333333
4,16,claude,Debater 4,engagement_level,-4.666666666666667
4,16,claude,Debater 4,mastery_of_the_topic,-3.0
4,16,claude,Debater 4,organization_and_clarity,0.0
4,16,claude,Debater 4,persuasion_quality,-3.0
4,16,claude,Debater 4,preparation_level,-3.0
4,16,claude,Debater 4,use_of_examples,-3.0
4,16,claude,Debater 5,adaptability_and_responsiveness,0.0
4,16,claude,Debater 5,argumentation_quality,4.0
4,16,claude,Debater 5,coherence_quality,3.0
4,16,claude,Debater 5,engagement_level,-2.3333333333333335
4,16,claude,Debater 5,mastery_of_the_topic,3.0
4,16,claude,Debater 5,organization_and_clarity,4.0
4,16,claude,Debater 5,persuasion_quality,2.3333333333333335
4,16,claude,Debater 5,preparation_level,2.0
4,16,claude,Debater 5,use_of_examples,1.6666666666666667
4,16,gemini,Debater 1,adaptability_and_responsiveness,2.0
4,16,gemini,Debater 1,argumentation_quality,3.0
4,16,gemini,Debater 1,coherence_quality,2.0
4,16,gemini,Debater 1,engagement_level,1.0
4,16,gemini,Debater 1,mastery_of_the_topic,3.0
4,16,gemini,Debater 1,organization_and_clarity,1.6666666666666667
4,16,gemini,Debater 1,persuasion_quality,1.3333333333333333
4,16,gemini,Debater 1,preparation_level,-0.3333333333333333
4,16,gemini,Debater 1,use_of_examples,2.0
4,16,gemini,Debater 2,adaptability_and_responsiveness,2.3333333333333335
4,16,gemini,Debater 2,argumentation_quality,5.666666666666667
4,16,gemini,Debater 2,coherence_quality,3.0
4,16,gemini,Debater 2,engagement_level,2.6666666666666665
4,16,gemini,Debater 2,mastery_of_the_topic,3.6666666666666665
4,16,gemini,Debater 2,organization_and_clarity,3.0
4,16,gemini,Debater 2,persuasion_quality,2.0
4,16,gemini,Debater 2,preparation_level,1.6666666666666667
4,16,gemini,Debater 2,use_of_examples,4.666666666666667
4,16,gemini,Debater 3,adaptability_and_responsiveness,2.0
4,16,gemini,Debater 3,argumentation_quality,8.666666666666666
4,16,gemini,Debater 3,coherence_quality,8.0
4,16,gemini,Debater 3,engagement_level,4.333333333333333
4,16,gemini,Debater 3,mastery_of_the_topic,2.6666666666666665
4,16,gemini,Debater 3,organization_and_clarity,5.333333333333333
4,16,gemini,Debater 3,persuasion_quality,2.0
4,16,gemini,Debater 3,preparation_level,-1.0
4,16,gemini,Debater 3,use_of_examples,4.0
4,16,gemini,Debater 4,adaptability_and_responsiveness,2.3333333333333335
4,16,gemini,Debater 4,argumentation_quality,3.0
4,16,gemini,Debater 4,coherence_quality,2.0
4,16,gemini,Debater 4,engagement_level,1.0
4,16,gemini,Debater 4,mastery_of_the_topic,1.0
4,16,gemini,Debater 4,organization_and_clarity,3.0
4,16,gemini,Debater 4,persuasion_quality,1.0
4,16,gemini,Debater 4,preparation_level,-0.3333333333333333
4,16,gemini,Debater 4,use_of_examples,0.0
4,16,gemini,Debater 5,adaptability_and_responsiveness,2.6666666666666665
4,16,gemini,Debater 5,argumentation_quality,5.0
4,16,gemini,Debater 5,coherence_quality,4.0
4,16,gemini,Debater 5,engagement_level,1.0
4,16,gemini,Debater 5,mastery_of_the_topic,5.0
4,16,gemini,Debater 5,organization_and_clarity,4.666666666666667
4,16,gemini,Debater 5,persuasion_quality,2.0
4,16,gemini,Debater 5,preparation_level,3.0
4,16,gemini,Debater 5,use_of_examples,2.0
4,16,gpt4o,Debater 1,adaptability_and_responsiveness,0.0
4,16,gpt4o,Debater 1,argumentation_quality,2.0
4,16,gpt4o,Debater 1,coherence_quality,1.0
4,16,gpt4o,Debater 1,engagement_level,0.0
4,16,gpt4o,Debater 1,mastery_of_the_topic,1.0
4,16,gpt4o,Debater 1,organization_and_clarity,1.0
4,16,gpt4o,Debater 1,persuasion_quality,0.0
4,16,gpt4o,Debater 1,preparation_level,0.0
4,16,gpt4o,Debater 1,use_of_examples,0.0
4,16,gpt4o,Debater 2,adaptability_and_responsiveness,0.3333333333333333
4,16,gpt4o,Debater 2,argumentation_quality,1.0
4,16,gpt4o,Debater 2,coherence_quality,1.0
4,16,gpt4o,Debater 2,engagement_level,0.6666666666666666
4,16,gpt4o,Debater 2,mastery_of_the_topic,1.0
4,16,gpt4o,Debater 2,organization_and_clarity,1.0
4,16,gpt4o,Debater 2,persuasion_quality,0.0
4,16,gpt4o,Debater 2,preparation_level,0.0
4,16,gpt4o,Debater 2,use_of_examples,2.0
4,16,gpt4o,Debater 3,adaptability_and_responsiveness,1.0
4,16,gpt4o,Debater 3,argumentation_quality,1.6666666666666667
4,16,gpt4o,Debater 3,coherence_quality,1.6666666666666667
4,16,gpt4o,Debater 3,engagement_level,2.0
4,16,gpt4o,Debater 3,mastery_of_the_topic,1.0
4,16,gpt4o,Debater 3,organization_and_clarity,2.0
4,16,gpt4o,Debater 3,persuasion_quality,1.0
4,16,gpt4o,Debater 3,preparation_level,0.0
4,16,gpt4o,Debater 3,use_of_examples,1.0
4,16,gpt4o,Debater 4,adaptability_and_responsiveness,0.0
4,16,gpt4o,Debater 4,argumentation_quality,1.0
4,16,gpt4o,Debater 4,coherence_quality,1.0
4,16,gpt4o,Debater 4,engagement_level,0.0
4,16,gpt4o,Debater 4,mastery_of_the_topic,1.0
4,16,gpt4o,Debater 4,organization_and_clarity,1.0
4,16,gpt4o,Debater 4,persuasion_quality,0.0
4,16,gpt4o,Debater 4,preparation_level,0.0
4,16,gpt4o,Debater 4,use_of_examples,0.0
4,16,gpt4o,Debater 5,adaptability_and_responsiveness,0.0
4,16,gpt4o,Debater 5,argumentation_quality,1.6666666666666667
4,16,gpt4o,Debater 5,coherence_quality,1.0
4,16,gpt4o,Debater 5,engagement_level,0.0
4,16,gpt4o,Debater 5,mastery_of_the_topic,1.0
4,16,gpt4o,Debater 5,organization_and_clarity,1.6666666666666667
4,16,gpt4o,Debater 5,persuasion_quality,0.6666666666666666
4,16,gpt4o,Debater 5,preparation_level,0.0
4,16,gpt4o,Debater 5,use_of_examples,0.3333333333333333
4,17,claude,Debater 1,adaptability_and_responsiveness,4.0
4,17,claude,Debater 1,argumentation_quality,3.0
4,17,claude,Debater 1,coherence_quality,3.0
4,17,claude,Debater 1,engagement_level,3.0
4,17,claude,Debater 1,mastery_of_the_topic,2.0
4,17,claude,Debater 1,organization_and_clarity,4.0
4,17,claude,Debater 1,persuasion_quality,1.0
4,17,claude,Debater 1,preparation_level,1.0
4,17,claude,Debater 1,use_of_examples,2.0
4,17,claude,Debater 2,adaptability_and_responsiveness,3.0
4,17,claude,Debater 2,argumentation_quality,4.0
4,17,claude,Debater 2,coherence_quality,4.0
4,17,claude,Debater 2,engagement_level,8.0
4,17,claude,Debater 2,mastery_of_the_topic,5.0
4,17,claude,Debater 2,organization_and_clarity,5.0
4,17,claude,Debater 2,persuasion_quality,5.0
4,17,claude,Debater 2,preparation_level,4.0
4,17,claude,Debater 2,use_of_examples,8.0
4,17,claude,Debater 3,adaptability_and_responsiveness,2.0
4,17,claude,Debater 3,argumentation_quality,3.0
4,17,claude,Debater 3,coherence_quality,2.0
4,17,claude,Debater 3,engagement_level,1.0
4,17,claude,Debater 3,mastery_of_the_topic,1.0
4,17,claude,Debater 3,organization_and_clarity,2.0
4,17,claude,Debater 3,persuasion_quality,0.0
4,17,claude,Debater 3,preparation_level,-1.0
4,17,claude,Debater 3,use_of_examples,2.0
4,17,claude,Debater 4,adaptability_and_responsiveness,3.0
4,17,claude,Debater 4,argumentation_quality,4.0
4,17,claude,Debater 4,coherence_quality,2.0
4,17,claude,Debater 4,engagement_level,6.0
4,17,claude,Debater 4,mastery_of_the_topic,3.0
4,17,claude,Debater 4,organization_and_clarity,3.0
4,17,claude,Debater 4,persuasion_quality,2.0
4,17,claude,Debater 4,preparation_level,1.0
4,17,claude,Debater 4,use_of_examples,5.0
4,17,gemini,Debater 1,adaptability_and_responsiveness,2.0
4,17,gemini,Debater 1,argumentation_quality,8.0
4,17,gemini,Debater 1,coherence_quality,4.0
4,17,gemini,Debater 1,engagement_level,2.0
4,17,gemini,Debater 1,mastery_of_the_topic,8.0
4,17,gemini,Debater 1,organization_and_clarity,4.0
4,17,gemini,Debater 1,persuasion_quality,0.0
4,17,gemini,Debater 1,preparation_level,0.0
4,17,gemini,Debater 1,use_of_examples,2.0
4,17,gemini,Debater 2,adaptability_and_responsiveness,4.0
4,17,gemini,Debater 2,argumentation_quality,14.0
4,17,gemini,Debater 2,coherence_quality,9.0
4,17,gemini,Debater 2,engagement_level,6.0
4,17,gemini,Debater 2,mastery_of_the_topic,6.0
4,17,gemini,Debater 2,organization_and_clarity,2.0
4,17,gemini,Debater 2,persuasion_quality,8.0
4,17,gemini,Debater 2,preparation_level,0.0
4,17,gemini,Debater 2,use_of_examples,8.0
4,17,gemini,Debater 3,adaptability_and_responsiveness,2.0
4,17,gemini,Debater 3,argumentation_quality,12.0
4,17,gemini,Debater 3,coherence_quality,6.0
4,17,gemini,Debater 3,engagement_level,3.0
4,17,gemini,Debater 3,mastery_of_the_topic,4.0
4,17,gemini,Debater 3,organization_and_clarity,2.0
4,17,gemini,Debater 3,persuasion_quality,0.0
4,17,gemini,Debater 3,preparation_level,0.0
4,17,gemini,Debater 3,use_of_examples,2.0
4,17,gemini,Debater 4,adaptability_and_responsiveness,2.0
4,17,gemini,Debater 4,argumentation_quality,16.0
4,17,gemini,Debater 4,coherence_quality,5.0
4,17,gemini,Debater 4,engagement_level,4.0
4,17,gemini,Debater 4,mastery_of_the_topic,2.0
4,17,gemini,Debater 4,organization_and_clarity,0.0
4,17,gemini,Debater 4,persuasion_quality,4.0
4,17,gemini,Debater 4,preparation_level,2.0
4,17,gemini,Debater 4,use_of_examples,5.0
4,17,gpt4o,Debater 1,adaptability_and_responsiveness,1.6666666666666667
4,17,gpt4o,Debater 1,argumentation_quality,3.3333333333333335
4,17,gpt4o,Debater 1,coherence_quality,3.0
4,17,gpt4o,Debater 1,engagement_level,1.3333333333333333
4,17,gpt4o,Debater 1,mastery_of_the_topic,2.6666666666666665
4,17,gpt4o,Debater 1,organization_and_clarity,3.6666666666666665
4,17,gpt4o,Debater 1,persuasion_quality,2.0
4,17,gpt4o,Debater 1,preparation_level,1.6666666666666667
4,17,gpt4o,Debater 1,use_of_examples,1.3333333333333333
4,17,gpt4o,Debater 2,adaptability_and_responsiveness,1.0
4,17,gpt4o,Debater 2,argumentation_quality,2.3333333333333335
4,17,gpt4o,Debater 2,coherence_quality,2.0
4,17,gpt4o,Debater 2,engagement_level,2.3333333333333335
4,17,gpt4o,Debater 2,mastery_of_the_topic,2.0
4,17,gpt4o,Debater 2,organization_and_clarity,2.6666666666666665
4,17,gpt4o,Debater 2,persuasion_quality,1.3333333333333333
4,17,gpt4o,Debater 2,preparation_level,1.6666666666666667
4,17,gpt4o,Debater 2,use_of_examples,3.0
4,17,gpt4o,Debater 3,adaptability_and_responsiveness,1.0
4,17,gpt4o,Debater 3,argumentation_quality,2.0
4,17,gpt4o,Debater 3,coherence_quality,1.6666666666666667
4,17,gpt4o,Debater 3,engagement_level,2.0
4,17,gpt4o,Debater 3,mastery_of_the_topic,1.0
4,17,gpt4o,Debater 3,organization_and_clarity,1.6666666666666667
4,17,gpt4o,Debater 3,persuasion_quality,1.0
4,17,gpt4o,Debater 3,preparation_level,1.0
4,17,gpt4o,Debater 3,use_of_examples,1.0
4,17,gpt4o,Debater 4,adaptability_and_responsiveness,1.0
4,17,gpt4o,Debater 4,argumentation_quality,2.0
4,17,gpt4o,Debater 4,coherence_quality,1.6666666666666667
4,17,gpt4o,Debater 4,engagement_level,2.0
4,17,gpt4o,Debater 4,mastery_of_the_topic,1.3333333333333333
4,17,gpt4o,Debater 4,organization_and_clarity,2.6666666666666665
4,17,gpt4o,Debater 4,persuasion_quality,1.3333333333333333
4,17,gpt4o,Debater 4,preparation_level,1.3333333333333333
4,17,gpt4o,Debater 4,use_of_examples,1.3333333333333333
4,18,claude,Debater 1,adaptability_and_responsiveness,3.6666666666666665
4,18,claude,Debater 1,argumentation_quality,3.3333333333333335
4,18,claude,Debater 1,coherence_quality,2.6666666666666665
4,18,claude,Debater 1,engagement_level,3.6666666666666665
4,18,claude,Debater 1,mastery_of_the_topic,3.0
4,18,claude,Debater 1,organization_and_clarity,3.6666666666666665
4,18,claude,Debater 1,persuasion_quality,1.3333333333333333
4,18,claude,Debater 1,preparation_level,2.0
4,18,claude,Debater 1,use_of_examples,3.3333333333333335
4,18,claude,Debater 2,adaptability_and_responsiveness,3.3333333333333335
4,18,claude,Debater 2,argumentation_quality,4.333333333333333
4,18,claude,Debater 2,coherence_quality,4.0
4,18,claude,Debater 2,engagement_level,7.333333333333333
4,18,claude,Debater 2,mastery_of_the_topic,4.333333333333333
4,18,claude,Debater 2,organization_and_clarity,4.666666666666667
4,18,claude,Debater 2,persuasion_quality,4.666666666666667
4,18,claude,Debater 2,preparation_level,3.3333333333333335
4,18,claude,Debater 2,use_of_examples,6.333333333333333
4,18,claude,Debater 3,adaptability_and_responsiveness,3.3333333333333335
4,18,claude,Debater 3,argumentation_quality,4.333333333333333
4,18,claude,Debater 3,coherence_quality,3.3333333333333335
4,18,claude,Debater 3,engagement_level,2.3333333333333335
4,18,claude,Debater 3,mastery_of_the_topic,2.3333333333333335
4,18,claude,Debater 3,organization_and_clarity,3.0
4,18,claude,Debater 3,persuasion_quality,1.0
4,18,claude,Debater 3,preparation_level,0.0
4,18,claude,Debater 3,use_of_examples,2.6666666666666665
4,18,claude,Debater 4,adaptability_and_responsiveness,1.3333333333333333
4,18,claude,Debater 4,argumentation_quality,2.6666666666666665
4,18,claude,Debater 4,coherence_quality,1.6666666666666667
4,18,claude,Debater 4,engagement_level,4.666666666666667
4,18,claude,Debater 4,mastery_of_the_topic,2.0
4,18,claude,Debater 4,organization_and_clarity,2.3333333333333335
4,18,claude,Debater 4,persuasion_quality,0.3333333333333333
4,18,claude,Debater 4,preparation_level,0.0
4,18,claude,Debater 4,use_of_examples,3.0
4,18,gemini,Debater 1,adaptability_and_responsiveness,4.0
4,18,gemini,Debater 1,argumentation_quality,15.333333333333334
4,18,gemini,Debater 1,coherence_quality,6.666666666666667
4,18,gemini,Debater 1,engagement_level,6.666666666666667
4,18,gemini,Debater 1,mastery_of_the_topic,4.0
4,18,gemini,Debater 1,organization_and_clarity,3.6666666666666665
4,18,gemini,Debater 1,persuasion_quality,2.0
4,18,gemini,Debater 1,preparation_level,1.6666666666666667
4,18,gemini,Debater 1,use_of_examples,11.0
4,18,gemini,Debater 2,adaptability_and_responsiveness,4.333333333333333
4,18,gemini,Debater 2,argumentation_quality,18.666666666666668
4,18,gemini,Debater 2,coherence_quality,6.666666666666667
4,18,gemini,Debater 2,engagement_level,6.666666666666667
4,18,gemini,Debater 2,mastery_of_the_topic,5.666666666666667
4,18,gemini,Debater 2,organization_and_clarity,0.0
4,18,gemini,Debater 2,persuasion_quality,6.666666666666667
4,18,gemini,Debater 2,preparation_level,1.0
4,18,gemini,Debater 2,use_of_examples,14.0
